frame,a_AU,R_d_Rsun,R_wd_Rsun,brightness_d,brightness_w,color_d_K,color_wd_K,M_d_Msun,M_wd_Msun,P_days,is_SN
34,0.010912237715785594,0.8696091217215712,0.0077067973724072305,0.5346525199122807,0.9072463619850639,5301.78380653522,7648.369125722781,0.8361923241058152,0.9310461407153476,0.31299808420765807,0
35,0.010904229424032678,0.8666523944852641,0.0076790515974794775,0.5346525199122807,0.0,5301.78380653522,7648.369125722781,0.8361923241058152,0.9310461407153476,0.3124695818295815,0
36,0.01089611329901931,0.8666523944852641,0.0076790515974794775,0.5293441251991383,0.608817677720011,5294.609001555227,7663.604591199184,0.8338117826251273,0.932950573899898,0.31226131453318456,0
37,0.010887896160587327,0.8646780257418644,0.0076605379057401975,0.5293441251991383,0.0,5294.609001555227,7663.604591199184,0.8338117826251273,0.932950573899898,0.31173111373358225,0
38,0.010880030993400937,0.8646780257418644,0.0076605379057401975,0.5195617092535536,1.140519209602439,5281.222654558566,7691.969108872578,0.8293798267386596,0.9364961386090722,0.3118316937189149,0
39,0.010872066299924923,0.8609992519707694,0.00762607037700825,0.5195617092535536,0.0,5281.222654558566,7691.969108872578,0.8293798267386596,0.9364961386090722,0.31130100227375745,0
40,0.010864027437494485,0.8609992519707694,0.00762607037700825,0.5189295869221455,0.07457801895327763,5280.350180568941,7693.81505147036,0.8290913982077562,0.936726881433795,0.31081123662652094,0
41,0.010856345337494524,0.860759703933732,0.007623827236318179,0.5104680674197033,1.008228121497409,5268.582012753402,7718.680696060494,0.8252061412405479,0.9398350870075617,0.310868370436583,0
42,0.01084847087405776,0.857531261067497,0.00759361054164314,0.5104680674197033,0.0,5268.582012753402,7718.680696060494,0.8252061412405479,0.9398350870075617,0.3103356444861014,0
43,0.010840754725047926,0.857531261067497,0.00759361054164314,0.5082006980784703,0.2735203293407973,5265.399954545169,7725.393720281424,0.8241572312060276,0.940674215035178,0.30996593391129595,0
44,0.01083291343711358,0.856659151674357,0.007585452608907168,0.5032644470728493,0.6003180989211915,5258.4296930284445,7740.08285888243,0.8218620532996204,0.9425103573603038,0.30979935298663375,0
45,0.010825233547701017,0.8547500661228341,0.0075676012177978745,0.5032644470728493,0.0,5258.4296930284445,7740.08285888243,0.8218620532996204,0.9425103573603038,0.3092641456633533,0
46,0.010817607598788182,0.8547500661228341,0.0075676012177978745,0.494495971163731,1.0831365106416893,5245.90108646721,7766.431597798357,0.8177450628440069,0.9458039497247945,0.30941742844044423,0
47,0.010810003905517424,0.8513229564960133,0.007535577643394299,0.494495971163731,0.0,5245.90108646721,7766.431597798357,0.8177450628440069,0.9458039497247945,0.30888185841046306,0
48,0.01080253152097069,0.8513229564960133,0.007535577643394299,0.494396457290789,0.012424080921466754,5245.75780028682,7766.732539205828,0.8176980407490894,0.9458415674007286,0.3083528008384005,0
49,0.010795001351569638,0.8512837939541632,0.007535211864623047,0.4852141190737219,1.158483454344626,5232.427990093287,7794.689168638546,0.8133298174002275,0.9493361460798182,0.30858598602859616,0
50,0.010787693720824592,0.8476437328766476,0.007501229339482589,0.4852141190737219,0.0,5232.427990093287,7794.689168638546,0.8133298174002275,0.9493361460798182,0.3080488264318906,0
51,0.010780369397116286,0.8476437328766476,0.007501229339482589,0.4852141190737219,0.0,5232.427990093287,7794.689168638546,0.8133298174002275,0.9493361460798182,0.30751010553799046,0
52,0.010772811431384945,0.8476437328766476,0.007501229339482589,0.47763807946081194,0.9750470320555873,5221.264841438642,7818.041175161167,0.8096810663810676,0.9522551468951459,0.30764491371004704,0
53,0.010765965053637923,0.8446002138802186,0.0074728391812334235,0.47763807946081194,0.0,5221.264841438642,7818.041175161167,0.8096810663810676,0.9522551468951459,0.30710570886614996,0
54,0.010758674281923309,0.8446002138802186,0.0074728391812334235,0.47652828965573507,0.14436862428384448,5219.6167566384975,7821.484106933536,0.8091431082916352,0.952685513366692,0.3066665729879778,0
55,0.010751366435517811,0.8441512571418006,0.007468653020778405,0.4699195872746981,0.8675388178613945,5209.733291590382,7842.1059584500435,0.805920943992181,0.9552632448062554,0.3067474550197926,0
56,0.010744289434672951,0.8414609257039569,0.007443576975440623,0.4699195872746981,0.0,5209.733291590382,7842.1059584500435,0.805920943992181,0.9552632448062554,0.30620635495871185,0
57,0.01073680111415115,0.8414609257039569,0.007443576975440623,0.46725772572101615,0.35346286937186844,5205.718449028932,7850.4705905301835,0.8046139702296591,0.9563088238162729,0.3059221162139354,0
58,0.010730048482855407,0.8403690609726017,0.00743340430627011,0.4645553647265661,0.36121029046208714,5201.622249635925,7858.99737840736,0.8032816596238502,0.95737467230092,0.3056459923959431,0
59,0.010723167631789855,0.8392556643176915,0.007423033581380296,0.46204640468027414,0.33752579567145996,5197.800726703687,7866.945701603159,0.8020397341245067,0.958368212700395,0.3053545199005264,0
60,0.010716016285682526,0.838217468818028,0.007413365606374907,0.45915825889313056,0.3911387454432524,5193.379377493281,7876.133537857871,0.8006041347097081,0.9595166922322338,0.3051058483248138,0
61,0.01070912184552588,0.8370169696389718,0.007402188926186451,0.4572989392496368,0.25331394768447446,5190.520283033335,7882.070311649153,0.7996765138048202,0.9602587889561441,0.3047542897130961,0
62,0.010701768869960875,0.8362410311610114,0.007394966445020069,0.4529696246891777,0.5943417578727367,5183.823919386758,7895.96085112368,0.7975061170119254,0.9619951063904599,0.3046683349110751,0
63,0.010695117856363767,0.8344248287766708,0.007378065733275498,0.4529696246891777,0.0,5183.823919386758,7895.96085112368,0.7975061170119254,0.9619951063904599,0.3041227929260843,0
64,0.010688446535283039,0.8344248287766708,0.007378065733275498,0.4460602362503476,0.9619839948301773,5173.0213531298805,7918.3272820042675,0.7940113621868334,0.9647909102505334,0.30433738062091215,0
65,0.0106812193870646,0.8314983154878335,0.007350846233557354,0.4460602362503476,0.0,5173.0213531298805,7918.3272820042675,0.7940113621868334,0.9647909102505334,0.3037915910490746,0
66,0.010674411292592159,0.8314983154878335,0.007350846233557354,0.4460602362503476,0.0,5173.0213531298805,7918.3272820042675,0.7940113621868334,0.9647909102505334,0.30324416701586737,0
67,0.010667587475332347,0.8314983154878335,0.007350846233557354,0.43734393675671,1.2379773365510087,5159.185523979982,7946.898691549022,0.7895470794454656,0.9683623364436278,0.30370596080432216,0
68,0.010660713823842887,0.827756167161532,0.007316063345958998,0.43734393675671,0.0,5159.185523979982,7946.898691549022,0.7895470794454656,0.9683623364436278,0.3031592501254154,0
69,0.010653823950587997,0.827756167161532,0.007316063345958998,0.43734393675671,0.0,5159.185523979982,7946.898691549022,0.7895470794454656,0.9683623364436278,0.3026108960421969,0
70,0.0106472911587946,0.827756167161532,0.007316063345958998,0.4341595317343825,0.4594720728474872,5154.071267851739,7957.43837950285,0.7879002532026801,0.9696797974378563,0.3024434395253538,0
71,0.010640302128796969,0.8263746610500852,0.007303228604967362,0.4340428314193355,0.016914655810822857,5153.883228335412,7957.825679553731,0.78783973756973,0.9697282099442163,0.30190743601938963,0
72,0.010633750228316731,0.8263238840949333,0.007302756929040886,0.4257269421790547,1.2181953537571129,5140.369965352759,7985.617706356569,0.7834972333817865,0.9732022132945711,0.3023940758959158,0
73,0.01062699964488639,0.8226781709093297,0.007268902477874579,0.4257269421790547,0.0,5140.369965352759,7985.617706356569,0.7834972333817865,0.9732022132945711,0.30184477023548045,0
74,0.010620488307524462,0.8226781709093297,0.007268902477874579,0.4257269421790547,0.0,5140.369965352759,7985.617706356569,0.7834972333817865,0.9732022132945711,0.3012937983061541,0
75,0.010613782106788804,0.8226781709093297,0.007268902477874579,0.4228119264963393,0.433597708230433,5135.57905176053,7995.451567085987,0.781960692642815,0.9744314458857484,0.3011171532729698,0
76,0.010607339561868566,0.8213872138334533,0.007256919680183496,0.4224174384474743,0.058949759035474586,5134.928507609435,7996.786096780186,0.7817521723780962,0.9745982620975233,0.30061566907306375,0
77,0.010600744060330954,0.8212119820616633,0.007255293362589815,0.4150383821632758,1.1138247321827681,5122.662001676238,8021.9146954317675,0.7778258288387867,0.977739336928971,0.30104782727019486,0
78,0.010594169246426206,0.8179106974153886,0.007224663070528485,0.4150383821632758,0.0,5122.662001676238,8021.9146954317675,0.7778258288387867,0.977739336928971,0.3004957487494068,0
79,0.010587579012975017,0.8179106974153886,0.007224663070528485,0.4150383821632758,0.0,5122.662001676238,8021.9146954317675,0.7778258288387867,0.977739336928971,0.29994197953680446,0
80,0.010581210506813566,0.8179106974153886,0.007224663070528485,0.41072476662157226,0.6617213617560451,5115.403728761352,8036.75238016681,0.7755074405989364,0.9795940475208512,0.29998325754102007,0
81,0.010574827496978053,0.8159598232339783,0.007206569862336088,0.41072476662157226,0.0,5115.403728761352,8036.75238016681,0.7755074405989364,0.9795940475208512,0.2994284673733132,0
82,0.010568429847338603,0.8159598232339783,0.007206569862336088,0.4064785038998653,0.6591385236790464,5108.194149412917,8051.467505623345,0.7732082022463529,0.9814334382029181,0.29947474283508807,0
83,0.010561733980039017,0.8140239109189227,0.0071886207351410545,0.4064785038998653,0.0,5108.194149412917,8051.467505623345,0.7732082022463529,0.9814334382029181,0.29891894168484956,0
84,0.01055502177497587,0.8140239109189227,0.0071886207351410545,0.402314745071821,0.6539592413814322,5101.061162206819,8066.003729908753,0.7709369172017579,0.983250466238594,0.2989675670914139,0
85,0.010548864200315488,0.812110403975922,0.00717088435488136,0.402314745071821,0.0,5101.061162206819,8066.003729908753,0.7709369172017579,0.983250466238594,0.2984107545305677,0
86,0.01054241582765236,0.812110403975922,0.00717088435488136,0.3981796521038569,0.657090063501004,5093.913854093767,8080.546622161461,0.7686645902872723,0.9850683277701825,0.2984692807510521,0
87,0.010536117371474696,0.8101948906796538,0.0071531341755264235,0.3981796521038569,0.0,5093.913854093767,8080.546622161461,0.7686645902872723,0.9850683277701825,0.29791148693665986,0
88,0.010529509062551571,0.8101948906796538,0.0071531341755264235,0.3942260700514636,0.6355185477724699,5087.020035143781,8094.552379629644,0.7664761906828685,0.9868190474537055,0.297956246915899,0
89,0.010522884576854434,0.8083490551245732,0.0071360340297043435,0.3942260700514636,0.0,5087.020035143781,8094.552379629644,0.7664761906828685,0.9868190474537055,0.2973974068426686,0
90,0.010516818280648703,0.8083490551245732,0.0071360340297043435,0.3899817424193727,0.6903109543107371,5079.552418340729,8109.700235471626,0.7641093382075589,0.9887125294339533,0.29750157152259266,0
91,0.010510464597170649,0.8063515141501972,0.007117533079844732,0.3899817424193727,0.0,5079.552418340729,8109.700235471626,0.7641093382075589,0.9887125294339533,0.29694191578265955,0
92,0.010504256969156097,0.8063515141501972,0.007117533079844732,0.3868905313863215,0.508177619783508,5074.069297374497,8120.806937271773,0.7623739160512859,0.9901008671589716,0.29687499527635364,0
93,0.010497721412571926,0.8048860920478856,0.00710396347372324,0.3868905313863215,0.0,5074.069297374497,8120.806937271773,0.7623739160512859,0.9901008671589716,0.29631382201365103,0
94,0.010491169780958846,0.8048860920478856,0.00710396347372324,0.38045877095169206,1.0718964769685426,5062.538351259779,8144.120960544669,0.7587310999148958,0.9930151200680836,0.29681052507659283,0
95,0.010485402319175188,0.801807858990824,0.007075467123453071,0.38045877095169206,0.0,5062.538351259779,8144.120960544669,0.7587310999148958,0.9930151200680836,0.2962501087176798,0
96,0.010479185746049882,0.801807858990824,0.007075467123453071,0.38045877095169206,0.0,5062.538351259779,8144.120960544669,0.7587310999148958,0.9930151200680836,0.2956879252401763,0
97,0.010472954557511824,0.801807858990824,0.007075467123453071,0.37691026789092696,0.6003158462207013,5056.104239834599,8157.104388720228,0.7567024392624648,0.9946380485900285,0.29572514613179607,0
98,0.010466833805736809,0.8000923300692393,0.0070595901028346515,0.37691026789092696,0.0,5056.104239834599,8157.104388720228,0.7567024392624648,0.9946380485900285,0.2951618440963456,0
99,0.01046069883077343,0.8000923300692393,0.0070595901028346515,0.3724821952493415,0.7580549137988801,5048.00146401394,8173.429063148364,0.7541517088830688,0.9966786328935454,0.2953649299491242,0
100,0.010454383225484276,0.7979340088420557,0.007039619165520034,0.3724821952493415,0.0,5048.00146401394,8173.429063148364,0.7541517088830688,0.9966786328935454,0.294801176655581,0
101,0.010448213948018984,0.7979340088420557,0.007039619165520034,0.3711445027499336,0.2310658209554101,5045.537293262443,8178.387893359393,0.7533768916625954,0.9972984866699242,0.294471288019644,0
102,0.010442157828961636,0.7972781020273962,0.007033550923682177,0.3677005674897982,0.5991137597710536,5039.15769957927,8191.213582293883,0.7513728777665815,0.9989016977867353,0.2945206968533845,0
103,0.010436087630841197,0.7955810158800826,0.0070178518011219,0.3677005674897982,0.0,5039.15769957927,8191.213582293883,0.7513728777665815,0.9989016977867353,0.2939550173695905,0
104,0.010429812175809978,0.7955810158800826,0.0070178518011219,0.3634897890791009,0.741099591346519,5031.287044846818,8207.012225299277,0.7489043397969887,1.0008765281624097,0.2941576375319028,0
105,0.010423785502444504,0.7934893055464145,0.006998505525857215,0.3634897890791009,0.0,5031.287044846818,8207.012225299277,0.7489043397969887,1.0008765281624097,0.29359148639499943,0
106,0.010417487274935227,0.7934893055464145,0.006998505525857215,0.3620581387169745,0.2542397250380466,5028.593093263761,8212.41348273996,0.7480603933218821,1.0015516853424948,0.29328932528681284,0
107,0.010411521772417042,0.7927738731839957,0.0069918892887196995,0.35916694312740294,0.5168242593935234,5023.124510632725,8223.367924144763,0.7463487618523814,1.0029209905180954,0.2932645472260846,0
108,0.01040517669360563,0.7913223888002593,0.0069784673371371024,0.35916694312740294,0.0,5023.124510632725,8223.367924144763,0.7463487618523814,1.0029209905180954,0.29269624893846696,0
109,0.010399968411176602,0.7913223888002593,0.0069784673371371024,0.35362643166378593,1.0033352145476266,5012.537669696149,8244.537615643301,0.7430409975557347,1.0055672019554127,0.2931955536410176,0
110,0.010393965095418237,0.7885154757847959,0.006952515994063141,0.35362643166378593,0.0,5012.537669696149,8244.537615643301,0.7430409975557347,1.0055672019554127,0.2926279869496994,0
111,0.01038794764471865,0.7885154757847959,0.006952515994063141,0.35362643166378593,0.0,5012.537669696149,8244.537615643301,0.7430409975557347,1.0055672019554127,0.29205858531830886,0
112,0.01038191591905038,0.7885154757847959,0.006952515994063141,0.3498083080986379,0.7018684124812438,5005.158223643839,8259.26453110473,0.7407399170148866,1.0074080663880913,0.2922438835421432,0
113,0.01037607554688769,0.7865613438073151,0.00693445214798112,0.3498083080986379,0.0,5005.158223643839,8259.26453110473,0.7407399170148866,1.0074080663880913,0.2916739102616969,0
114,0.010370221731698924,0.7865613438073151,0.00693445214798112,0.34796081994558586,0.34277559963163834,5001.56248389077,8266.43174065721,0.7396200405223116,1.0083039675821512,0.29147383198631377,0
115,0.01036384969330414,0.7856098791547662,0.0069256577300875815,0.34689986685430035,0.19778486752218483,4999.490100759372,8270.559933048822,0.7389750104611221,1.0088199916311027,0.2911168811378879,0
116,0.010358480359982403,0.7850617207279439,0.006920591323487965,0.34314017210195935,0.7061870473430666,4992.101830598881,8285.261998933505,0.7366778126666403,1.0106577498666882,0.2913180579943346,0
117,0.010352924448083235,0.7831087416972075,0.006902542070686664,0.34314017210195935,0.0,4992.101830598881,8285.261998933505,0.7366778126666403,1.0106577498666882,0.2907462790925934,0
118,0.010346897611434019,0.7831087416972075,0.006902542070686664,0.3415216464769373,0.3067522484661823,4988.8996637995715,8291.626589853337,0.7356833453354168,1.011453323731667,0.2905108065729992,0
119,0.01034085615898252,0.7822629106068126,0.006894725591172651,0.3398587429473894,0.31686167397837695,4985.596008076301,8298.188168598788,0.7346580986564398,1.0122735210748486,0.2902874417625425,0
120,0.010335497116263007,0.7813906611131667,0.006886665337270436,0.33840276189309226,0.2788678560737472,4982.691949647967,8303.95211695345,0.7337574817260242,1.0129940146191811,0.29002274670877626,0
121,0.010330126860044279,0.7806242420423589,0.0068795833271810165,0.33625497518721525,0.41380048305600386,4978.388258596179,8312.487216952977,0.7324238723510976,1.0140609021191223,0.2899096117892511,0
122,0.010324546720663729,0.7794890035666729,0.006869093752289861,0.33625497518721525,0.0,4978.388258596179,8312.487216952977,0.7324238723510976,1.0140609021191223,0.289334503109968,0
123,0.010318547545863513,0.7794890035666729,0.006869093752289861,0.3293530634459359,1.3493041644372807,4964.39561774354,8340.181156841023,0.7280966942435906,1.017522644605128,0.2902851842201095,0
124,0.010312870463511061,0.7758026297355983,0.006835035155125848,0.3293530634459359,0.0,4964.39561774354,8340.181156841023,0.7280966942435906,1.017522644605128,0.2897126624227629,0
125,0.010306403831501488,0.7758026297355983,0.006835035155125848,0.3293530634459359,0.0,4964.39561774354,8340.181156841023,0.7280966942435906,1.017522644605128,0.2891382547128995,0
126,0.010301174935907037,0.7758026297355983,0.006835035155125848,0.3293530634459359,0.0,4964.39561774354,8340.181156841023,0.7280966942435906,1.017522644605128,0.288561944872902,0
127,0.01029593528847109,0.7758026297355983,0.006835035155125848,0.3255689647016081,0.7535194044571957,4956.615984395638,8355.541181711931,0.7256966903575115,1.0194426477139913,0.2888461033661026,0
128,0.010290117514006923,0.773756150037013,0.006816129493489091,0.3255689647016081,0.0,4956.615984395638,8355.541181711931,0.7256966903575115,1.0194426477139913,0.28826958627882787,0
129,0.010284285843325877,0.773756150037013,0.006816129493489091,0.3251875500473754,0.0765229134932781,4955.827514367405,8357.096442573275,0.7254536808479269,1.0196370553216592,0.2877789632980641,0
130,0.010278637955972456,0.7735488607908616,0.006814214588261733,0.3194618156948871,1.1601895317956583,4943.894026668329,8380.601915828252,0.7217809506518365,1.0225752394785315,0.28854454545809066,0
131,0.010272815320386819,0.7704142953987247,0.006785259080761081,0.3194618156948871,0.0,4943.894026668329,8380.601915828252,0.7217809506518365,1.0225752394785315,0.2879682888762789,0
132,0.010267264718551742,0.7704142953987247,0.006785259080761081,0.3194618156948871,0.0,4943.894026668329,8380.601915828252,0.7217809506518365,1.0225752394785315,0.2873901101200327,0
133,0.010261701489218152,0.7704142953987247,0.006785259080761081,0.3194618156948871,0.0,4943.894026668329,8380.601915828252,0.7217809506518365,1.0225752394785315,0.28680999245041194,0
134,0.010255871034313514,0.7704142953987247,0.006785259080761081,0.31258984130418155,1.4232151913759803,4929.325014903212,8409.213700967543,0.7173103592238222,1.0261517126209427,0.2879039255978009,0
135,0.010250473796326588,0.7665944704168933,0.006749975415762717,0.31258984130418155,0.0,4929.325014903212,8409.213700967543,0.7173103592238222,1.0261517126209427,0.2873270044958908,0
136,0.010244831194263405,0.7665944704168933,0.006749975415762717,0.31258984130418155,0.0,4929.325014903212,8409.213700967543,0.7173103592238222,1.0261517126209427,0.2867481524829761,0
137,0.01023882707828695,0.7665944704168933,0.006749975415762717,0.31258984130418155,0.0,4929.325014903212,8409.213700967543,0.7173103592238222,1.0261517126209427,0.28616735268682963,0
138,0.01023420032228465,0.7665944704168933,0.006749975415762717,0.3108136641383908,0.37376491105876813,4925.514415335742,8416.681863431892,0.7161434588387678,1.0270852329289863,0.28602749697912805,0
139,0.010228412923163836,0.7655966484982313,0.006740758716135374,0.31068823612174484,0.02648958333814428,4925.2446119716105,8417.210392664769,0.7160608761461309,1.027151299083096,0.2854760711082571,0
140,0.010222611476524094,0.7655260193402939,0.006740106328302318,0.3042526082494607,1.374223172635404,4911.27320650785,8444.53584221378,0.7117912746540976,1.0305669802767226,0.2865404894171272,0
141,0.01021679583668348,0.7618722019792632,0.006706356574097067,0.3042526082494607,0.0,4911.27320650785,8444.53584221378,0.7117912746540976,1.0305669802767226,0.28596085666669524,0
142,0.01021101985283288,0.7618722019792632,0.006706356574097067,0.3042526082494607,0.0,4911.27320650785,8444.53584221378,0.7117912746540976,1.0305669802767226,0.28537926549719317,0
143,0.010205827528413763,0.7618722019792632,0.006706356574097067,0.3042526082494607,0.0,4911.27320650785,8444.53584221378,0.7117912746540976,1.0305669802767226,0.2847956986327605,0
144,0.010200624130552173,0.7618722019792632,0.006706356574097067,0.30186802730633727,0.5176906668775906,4906.031495972359,8454.765515084078,0.7101928882681134,1.0318456893855097,0.2848355808172134,0
145,0.010195343064398605,0.7605032165428769,0.006693711220123044,0.30186802730633727,0.0,4906.031495972359,8454.765515084078,0.7101928882681134,1.0318456893855097,0.28425071120556084,0
146,0.010189031353249922,0.7605032165428769,0.006693711220123044,0.2976189305089212,0.9335916650224074,4896.601915928845,8473.137800783634,0.707322218627558,1.0341422250979542,0.2848013317196549,0
147,0.010183414174040709,0.7580429977336226,0.006670985442908194,0.2976189305089212,0.0,4896.601915928845,8473.137800783634,0.707322218627558,1.0341422250979542,0.2842173482943588,0
148,0.010177783548975501,0.7580429977336226,0.006670985442908194,0.2976189305089212,0.0,4896.601915928845,8473.137800783634,0.707322218627558,1.0341422250979542,0.28363136474184386,0
149,0.010172154421410217,0.7580429977336226,0.006670985442908194,0.2942161371352078,0.758464362262816,4888.96617491304,8487.986405739997,0.7050021241031259,1.0359983007174998,0.28397442754987756,0
150,0.01016670355179075,0.7560531730076723,0.006652603956768524,0.2942161371352078,0.0,4888.96617491304,8487.986405739997,0.7050021241031259,1.0359983007174998,0.2833884315008942,0
151,0.010161240106026127,0.7560531730076723,0.006652603956768524,0.2942161371352078,0.0,4888.96617491304,8487.986405739997,0.7050021241031259,1.0359983007174998,0.2828004156220658,0
152,0.010155763949972597,0.7560531730076723,0.006652603956768524,0.28776552925036775,1.4642151790700038,4874.279327841839,8516.474724051764,0.7005508243669127,1.0395593405064705,0.2840305657070623,0
